age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,,,
47,0,"windsor, ontario, canada",english407,english,male,1360,canada,FALSE,,,
64,0,"lynwood, california, usa",english408,english,male,1361,usa,FALSE,,,
60,0,"maitland, australia",english409,english,female,1362,australia,FALSE,,,
44,0,"wellington, new zealand",english41,english,male,101,new zealand,FALSE,,,
35,0,"hamilton, new zealand",english410,english,male,1363,new zealand,FALSE,,,
26,0,"washington, district of columbia, usa",english411,english,female,1371,usa,FALSE,,,
31,0,"washington, district of columbia, usa",english412,english,female,1372,usa,FALSE,,,
20,0,"manchester, england, uk",english413,english,female,1373,uk,FALSE,,,
30,0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,FALSE,,,
32,0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,FALSE,,,
34,0,"sydney, australia",english416,english,male,1377,australia,FALSE,,,
20,0,"cardiff, wales, uk",english417,english,female,1380,uk,FALSE,,,
29,0,"arlington, virginia",english418,english,male,1384,virginia,FALSE,,,
27,0,"youngstown, ohio, usa",english419,english,male,1385,usa,FALSE,,,
65,0,"nigel, south africa",english42,english,male,102,south africa,FALSE,,,
21,0,"auckland, new zealand",english420,english,male,1387,new zealand,FALSE,,,
38,0,"landstuhl, germany",english421,english,male,1388,germany,FALSE,,,
31,0,"rochester, new york, usa",english422,english,male,1390,usa,FALSE,,,
24,0,"baltimore, maryland, usa",english423,english,female,1395,usa,FALSE,,,
75,0,"danville, virginia, usa",english424,english,male,1409,usa,FALSE,,,
31,0,"danville, virginia, usa",english425,english,male,1410,usa,FALSE,,,
30,0,"florence, south carolina, usa",english426,english,female,1411,usa,FALSE,,,
68,0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,FALSE,,,
55,0,"kingstree, south carolina, usa",english428,english,female,1413,usa,FALSE,,,
19,0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,FALSE,,,
47,0,"vancouver, british columbia, canada",english43,english,male,103,canada,FALSE,,,
23,0,"melbourne, australia",english430,english,female,1419,australia,FALSE,,,
23,0,"green bay, wisconsin, usa",english431,english,female,1423,usa,FALSE,,,
22,0,"dublin, ireland",english432,english,female,1428,ireland,FALSE,,,
32,0,"gladwin, michigan, usa",english433,english,female,1430,usa,FALSE,,,
24,0,"kansas city, kansas, usa",english434,english,male,1469,usa,FALSE,,,
20,0,"palm springs, california, usa",english435,english,female,1471,usa,FALSE,,,
19,0,"freeport, the bahamas",english436,english,female,1475,the bahamas,FALSE,,,
21,0,"cleveland, ohio, usa",english437,english,male,1477,usa,FALSE,,,
20,0,"houston, texas, usa",english438,english,female,1492,usa,FALSE,,,
18,0,"richmond, british columbia, canada",english439,english,female,1493,canada,FALSE,,,
63,0,"winston salem, north carolina, usa",english44,english,female,104,usa,FALSE,,,
22,0,"glasgow, scotland, uk",english440,english,female,1502,uk,FALSE,,,
19,0,"oquawka, illinois, usa",english441,english,female,1524,usa,FALSE,,,
23,0,"salisbury mills, new york, usa",english442,english,male,1528,usa,FALSE,,,
31,0,"fort collins, colorado, usa",english443,english,male,1530,usa,FALSE,,,
24,0,"anniston, alabama, usa",english444,english,male,1531,usa,FALSE,,,
60,0,"san francisco, california, usa",english445,english,male,1532,usa,FALSE,,,
23,0,"moorhead, minnesota, usa",english446,english,female,1533,usa,FALSE,,,
21,0,"hartford, connecticut, usa",english447,english,male,1534,usa,FALSE,,,
20,0,"isle of arran, scotland, uk",english448,english,male,1536,uk,FALSE,,,
27,0,"barton, vermont, usa",english449,english,male,1538,usa,FALSE,,,
52,0,"pine bluff, arkansas, usa",english45,english,male,105,usa,FALSE,,,
26,0,"windsor, uk",english450,english,male,1544,uk,FALSE,,,
44,0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,FALSE,,,
24,0,"newcastle, australia",english452,english,male,1547,australia,FALSE,,,
21,0,"chicago, illinois, usa",english453,english,female,1548,usa,FALSE,,,
19,0,"raleigh, north carolina, usa",english454,english,female,1550,usa,FALSE,,,
29,0,"washington, dc, usa",english455,english,female,1552,usa,FALSE,,,
37,0,"lancashire, leyland, uk",english456,english,female,1554,uk,FALSE,,,
43,0,"syracuse, new york, usa",english457,english,male,1555,usa,FALSE,,,
22,0,"reno, nevada, usa",english458,english,female,1559,usa,FALSE,,,
19,0,"charlotte, north carolina, usa",english459,english,male,1560,usa,FALSE,,,
73,0,"creswell, north carolina, usa",english46,english,male,106,usa,FALSE,,,
19,0,"rutland, england, uk",english460,english,female,1561,uk,FALSE,,,
44,0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,FALSE,,,
20,0,"paducah, kentucky, usa",english462,english,male,1564,usa,FALSE,,,
53,0,"brooklyn, new york, usa",english463,english,female,1571,usa,FALSE,,,
27,0,"ottawa, ontario, canada",english464,english,male,1618,canada,FALSE,,,
20,0,"aylesbury, buckinghamshire, uk",english465,english,male,1635,uk,FALSE,,,
18,0,"portland, maine, usa",english466,english,male,1637,usa,FALSE,,,
23,1,"pozzuoli, italy",english467,english,male,1639,italy,FALSE,,,
30,0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,FALSE,,,
22,0,"knoxville, tennessee, usa",english469,english,male,1641,usa,FALSE,,,
76,0,"plantersville, arkansas, usa",english47,english,female,107,usa,FALSE,,,
21,0,"leighton buzzard, uk",english470,english,male,1642,uk,FALSE,,,
26,0,"calgary, alberta, canada",english471,english,female,1648,canada,FALSE,,,
26,0,"rota, spain",english472,english,male,1649,spain,FALSE,,,
20,0,"nottingham, uk",english473,english,male,1650,uk,FALSE,,,
33,0,"rochester, minnesota, usa",english474,english,female,1656,usa,FALSE,,,
29,0,"ogden, utah, usa",english475,english,female,1657,usa,FALSE,,,
64,0,"manchester, new hampshire, usa",english476,english,female,1658,usa,FALSE,,,
31,0,"san diego, california, usa",english477,english,female,1659,usa,FALSE,,,
19,0,"sydney, nova scotia, canada",english478,english,male,1661,canada,FALSE,,,
64,0,"new york, new york, usa",english479,english,female,1664,usa,FALSE,,,
26,0,"port moresby, national capital district, papua new guinea",english48,english,male,108,papua new guinea,FALSE,,,
58,0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,FALSE,,,
88,0,"stringtown, oklahoma, usa",english481,english,female,1666,usa,FALSE,,,
74,0,"yeadon, pennsylvania, usa",english482,english,female,1667,usa,FALSE,,,
19,0,"boston, massachusetts, usa",english483,english,male,1668,usa,FALSE,,,
24,0,"dublin, ireland",english484,english,male,1672,ireland,FALSE,,,
20,0,"cromwell, connecticut, usa",english485,english,male,1674,usa,FALSE,,,
53,0,"corentyne, guyana",english486,english,female,1683,guyana,FALSE,,,
22,0,"london, uk",english487,english,female,1688,uk,FALSE,,,
35,0,"irvine, scotland, uk",english488,english,female,1692,uk,FALSE,,,
46,0,"kingston, jamaica",english489,english,female,1694,jamaica,FALSE,,,
43,0,"castro valley, california, usa",english49,english,male,109,usa,FALSE,,,
18,0,"auckland, new zealand",english490,english,male,1709,new zealand,FALSE,,,
79,0,"westmoreland, jamaica",english491,english,female,1713,jamaica,FALSE,,,
22,0,"omaha, nebraska, usa",english492,english,female,1716,usa,FALSE,,,
20,0,"miami, florida, usa",english493,english,male,1718,usa,FALSE,,,
27.5,0,"findlay, ohio, usa",english494,english,male,1719,usa,FALSE,,,
21,0,"kirkland, washington, usa",english495,english,male,1720,usa,FALSE,,,
20,0,"london, england, uk",english496,english,male,1724,uk,FALSE,,,
22,0,"cleveland, ohio, usa",english497,english,male,1726,usa,FALSE,,,
27,0,"prince george, british columbia, canada",english498,english,male,1727,canada,FALSE,,,
21,0,"st. paul, minnesota, usa",english499,english,female,1728,usa,FALSE,,,
62,0,"fairfax, virginia, usa",english5,english,male,110,usa,FALSE,,,
29,0,"baltic, south dakota, usa",english50,english,female,111,usa,FALSE,,,
38,0,"albury, new south wales, australia",english500,english,male,1733,australia,FALSE,,,
64,0,"pittsburgh, pennsylvania, usa",english501,english,female,1734,usa,FALSE,,,
30,0,"farmington hills, michigan, usa",english502,english,female,1735,usa,FALSE,,,
29,0,"benin city, nigeria",english503,english,female,1739,nigeria,FALSE,,,
25,0,"west palm beach, florida, usa",english504,english,male,1786,usa,FALSE,,,
50,0,"beirut, lebanon",english505,english,female,1798,lebanon,FALSE,,,
30,0,"new orleans, louisiana, usa",english506,english,female,1799,usa,FALSE,,,
21,0,"accra, ghana",english507,english,male,1800,ghana,FALSE,,,
20,0,"winfield, illinois, usa",english508,english,female,1801,usa,FALSE,,,
44,0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,FALSE,,,
67,0,"detroit, michigan, usa",english51,english,male,112,usa,FALSE,,,
66,0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,FALSE,,,
31,0,"montgomery, alabama, usa",english511,english,female,1818,usa,FALSE,,,
54,0,"salina, kansas, usa",english512,english,female,1819,usa,FALSE,,,
52,0,"bocas del toro, panama",english513,english,female,1856,panama,FALSE,,,
57,0,"youngstown, ohio, usa",english514,english,male,1872,usa,FALSE,,,
55,0,"youngstown, ohio, usa",english515,english,female,1873,usa,FALSE,,,
32,0,"dripping springs, texas, usa",english516,english,female,1875,usa,FALSE,,,
33,0,"colorado springs, colorado, usa",english517,english,male,1876,usa,FALSE,,,
24,0,"kells, meath, ireland",english518,english,male,1878,ireland,FALSE,,,
18,1,"karachi, pakistan",english519,english,female,1882,pakistan,FALSE,,,
20,0,"calgary, alberta, canada",english52,english,male,113,canada,FALSE,,,
47,0,"st. paul, minnesota, usa",english520,english,female,1884,usa,FALSE,,,
25,0,"bethesda, maryland, usa",english521,english,female,1886,usa,FALSE,,,
22,0,"bethpage, new york, usa",english522,english,female,1887,usa,FALSE,,,
18,0,"madison, wisconsin, usa",english523,english,female,1888,usa,FALSE,,,
19,0,"downers grove, illinois, usa",english524,english,male,1890,usa,FALSE,,,
18,0,"albion, new york, usa",english525,english,female,1893,usa,FALSE,,,
20,0,"woodbridge, virginia, usa",english526,english,male,1895,usa,FALSE,,,
25,0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,FALSE,,,
52,0,"green bay, wisconsin, usa",english528,english,female,1908,usa,FALSE,,,
29,0,"burlington, vermont, usa",english529,english,female,1925,usa,FALSE,,,
63,0,"syracuse, new york, usa",english53,english,male,114,usa,FALSE,,,
50,0,"detroit, michigan, usa",english530,english,female,1926,usa,FALSE,,,
29,0,"nokesville, virginia, usa",english531,english,female,1928,usa,FALSE,,,
23,0,"bristol, connecticut, usa",english532,english,female,1933,usa,FALSE,,,
38,0,"fairfax, virginia, usa",english533,english,female,1934,usa,FALSE,,,
29,0,"mineola, new york, usa",english534,english,female,1951,usa,FALSE,,,
22,0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,FALSE,,,
21,0,"richmond, virginia, usa",english536,english,female,1956,usa,FALSE,,,
21,0,"woodbridge, virginia, usa",english537,english,female,1957,usa,FALSE,,,
20,0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,FALSE,,,
19,0,"orange county, california, usa",english539,english,female,1959,usa,FALSE,,,
40,0,"new albany, indiana, usa",english54,english,female,115,usa,FALSE,,,
18,0,"arlington, virginia, usa",english540,english,female,1960,usa,FALSE,,,
27,0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,FALSE,,,
60,0,"toronto, ontario, canada",english542,english,male,1962,canada,FALSE,,,
39,0,"vancouver, british columbia, canada",english543,english,female,1969,canada,FALSE,,,
31,0,"hanover, new hampshire, usa",english544,english,male,1970,usa,FALSE,,,
56,0,"tangier island, virginia, usa",english545,english,male,1995,usa,FALSE,,,
43,0,"tangier island, virginia, usa",english546,english,female,1996,usa,FALSE,,,
63,0,"tangier island, virginia, usa",english547,english,male,1997,usa,FALSE,,,
61,0,"dublin, ireland",english548,english,male,2003,ireland,FALSE,,,
19,0,"exminister, uk",english549,english,female,2012,uk,FALSE,,,
53,0,"st. louis, missouri, usa",english55,english,female,116,usa,FALSE,,,
82,0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,FALSE,,,
81,0,"king george, virginia, usa",english551,english,female,2029,usa,FALSE,,,
23,0,"bethesda, maryland, usa",english552,english,female,2043,usa,FALSE,,,
21,0,"nashville, tennessee, usa",english553,english,male,2046,usa,FALSE,,,
22,0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,FALSE,,,
90,0,"brooklyn, new york, usa",english555,english,male,2049,usa,FALSE,,,
84,0,"brooklyn, new york, usa",english556,english,female,2050,usa,FALSE,,,
25,2,"sharjah, united arab emirates",english557,english,female,2053,united arab emirates,FALSE,,,
23,0,"queens, new york, usa",english558,english,male,2055,usa,FALSE,,,
19,0,"reston, virginia, usa",english559,english,female,2056,usa,FALSE,,,
20,0,"londonderry, northern ireland, uk",english56,english,male,117,uk,FALSE,,,
22,0,"hartford, connecticut, usa",english560,english,female,2059,usa,FALSE,,,
20,0,"yorktown, virginia, usa",english561,english,female,2060,usa,FALSE,,,
30,0,"florence, south carolina, usa",english562,english,female,2061,usa,FALSE,,,
32,0,"manassas, virginia, usa",english563,english,male,2074,usa,FALSE,,,
52,0,"casper, wyoming, usa",english564,english,male,2077,usa,FALSE,,,
27,0,"portland, oregon, usa",english565,english,female,2080,usa,FALSE,,,
22,0,"derby, england, uk",english566,english,male,2081,uk,FALSE,,,
24,0,"new york, new york, usa",english567,english,male,2101,usa,FALSE,,,
86,0,"quincy, florida, usa",english568,english,female,2103,usa,FALSE,,,
24,0,"sydney, australia",english569,english,male,2104,australia,FALSE,,,
34,0,"birmingham 1, uk",english57,english,male,118,uk,FALSE,,,
42,0,"parma, ohio, usa",english570,english,female,2106,usa,FALSE,,,
39,0,"washington, dc, usa",english571,english,male,2113,usa,FALSE,,,
51,0,"fort worth, texas, usa",english572,english,male,2121,usa,FALSE,,,
46,0,"painesville, ohio, usa",english573,english,male,2124,usa,FALSE,,,
26,0,"toronto, ontario, canada",english574,english,female,2162,canada,FALSE,,,
24,0,"great falls, virginia, usa",english575,english,male,2165,usa,FALSE,,,
63,0,"washington, dc, usa",english576,english,female,2167,usa,FALSE,,,
38,0,"san leandro, california, usa",english577,english,female,2170,usa,FALSE,,,
60,0,"salford, lancashire, uk",english578,english,male,2171,uk,FALSE,,,
22,0,"adelaide, australia",english579,english,male,2172,australia,FALSE,,,
46,0,"southhampton, uk",english58,english,female,119,uk,FALSE,,,
30,0,"columbus, ohio, usa",english59,english,male,120,usa,FALSE,,,
45,0,"brooklyn, new york, usa",english6,english,female,121,usa,FALSE,,,
18,0,"chesapeake, virginia, usa",english60,english,male,122,usa,FALSE,,,
19,0,"toronto, ontario, canada",english61,english,male,123,canada,FALSE,,,
30,0,"west jordan, utah, usa",english62,english,male,124,usa,FALSE,,,
21,0,"lewisville, texas, usa",english63,english,male,125,usa,FALSE,,,
25,0,"montreal, quebec, canada",english64,english,female,126,canada,FALSE,,,
47,0,"lewistown, pennsylvania, usa",english65,english,male,127,usa,FALSE,,,
19,0,"baltimore, maryland, usa",english66,english,male,128,usa,FALSE,,,
37,0,"princeton, indiana, usa",english67,english,male,129,usa,FALSE,,,
52,0,"new york, new york, usa",english68,english,male,130,usa,FALSE,,,
23,0,"adelaide, australia",english69,english,male,131,australia,FALSE,,,
52,0,"macon, mississippi, usa",english7,english,male,132,usa,FALSE,,,
21,0,"beaumont, texas, usa",english70,english,male,133,usa,FALSE,,,
20,0,"west covina, california, usa",english71,english,male,134,usa,FALSE,,,
31,0,"kilkenny, ireland",english72,english,male,135,ireland,FALSE,,,
24,0,"darwin, australia",english73,english,male,136,australia,FALSE,,,
21,0,"wichita, kansas, usa",english74,english,male,137,usa,FALSE,,,
32,0,"idaho falls, idaho, usa",english75,english,male,138,usa,FALSE,,,
18,0,"boston, massachusetts, usa",english76,english,female,139,usa,FALSE,,,
26,0,"melbourne, australia",english77,english,male,140,australia,FALSE,,,
20,0,"caribou, maine, usa",english78,english,female,141,usa,FALSE,,,
73,0,"boston, massachusetts, usa",english79,english,male,142,usa,FALSE,,,
21,0,"perth, australia",english8,english,female,143,australia,FALSE,,,
34,0,"glasgow, scotland, uk",english80,english,male,144,uk,FALSE,,,
30,0,"st. paul, minnesota, usa",english81,english,male,145,usa,FALSE,,,
50,0,"chicago, illinois, usa",english82,english,female,146,usa,FALSE,,,
42,0,"winnfield, louisiana, usa",english83,english,female,147,usa,FALSE,,,
45,0,"sydney, australia",english84,english,male,148,australia,FALSE,,,
31,0,"strabane, northern ireland, uk",english85,english,male,149,uk,FALSE,,,
50,0,"charleston, south carolina, usa",english86,english,male,150,usa,FALSE,,,
18,0,"tamworth, australia",english87,english,female,151,australia,FALSE,,,
18,0,"grand rapids, michigan, usa",english88,english,male,152,usa,FALSE,,,
18,0,"kingston ma, massachusetts, usa",english89,english,male,153,usa,FALSE,,,
48,0,"carthage, texas, usa",english9,english,female,154,usa,FALSE,,,
53,0,"pittsburgh, pennsylvania, usa",english90,english,male,155,usa,FALSE,,,
23,0,"kingston, jamaica",english91,english,male,156,jamaica,FALSE,,,
22,0,"wisconsin rapids, wisconsin, usa",english92,english,female,157,usa,FALSE,,,
22,0,"mamou, louisiana, usa",english93,english,female,158,usa,FALSE,,,
55,0,"pensacola, florida, usa",english94,english,female,159,usa,FALSE,,,
18,0,"mishawaka, indiana, usa",english95,english,male,160,usa,FALSE,,,
31,0,"point pleasant, new jersey, usa",english96,english,male,161,usa,FALSE,,,
42,0,"wilmington nc, north carolina, usa",english97,english,male,162,usa,FALSE,,,
22,0,"spokane, washington, usa",english98,english,male,163,usa,FALSE,,,
52,0,"pittsburgh, pennsylvania, usa",english99,english,female,164,usa,FALSE,,,
26,7,"tallinn, estonia",estonian1,estonian,male,591,estonia,FALSE,,,
27,12,"viljandi, estonia",estonian2,estonian,male,1313,estonia,FALSE,,,
22,9,"tallinn, estonia",estonian3,estonian,male,1776,estonia,FALSE,,,
28,9,"paide, estonia",estonian4,estonian,female,1867,estonia,FALSE,,,
25,9,"accra, ghana",ewe1,ewe,male,165,ghana,FALSE,,,
37,5,"accra, ghana",ewe2,ewe,female,975,ghana,FALSE,,,
20,11,"malabo, equatorial guinea",fang1,fang,female,166,equatorial guinea,FALSE,,,
32,6,"ajumako, ghana",fanti1,fanti,male,167,ghana,FALSE,,,
24,7,"accra, ghana",fanti2,fanti,female,1511,ghana,FALSE,,,
46,5,"accra, ghana",fanti3,fanti,female,1863,ghana,FALSE,,,
28,11,"torshavn, faroe islands",faroese1,faroese,male,1244,faroe islands,FALSE,,,
22,13,"tehran, iran",farsi1,farsi,male,168,iran,FALSE,,,
45,10,"tehran, iran",farsi10,farsi,female,453,iran,FALSE,,,
32,4,"kabul, afghanistan",farsi11,farsi,female,1015,afghanistan,FALSE,,,
42,11,"kerman, iran",farsi12,farsi,male,1112,iran,FALSE,,,
37,12,"ghasreshirin, iran",farsi13,farsi,male,1378,iran,FALSE,,,
52,6,"bethesda, maryland, usa",farsi14,farsi,female,1572,usa,FALSE,,,
20,4,"tehran, iran",farsi15,farsi,male,1598,iran,FALSE,,,
54,38,"abadan, iran",farsi16,farsi,female,1623,iran,FALSE,,,
27,16,"gorgan, iran",farsi17,farsi,female,1858,iran,FALSE,,,
19,5,"tehran, iran",farsi18,farsi,female,1913,iran,FALSE,,,
63,27,"tehran, iran",farsi19,farsi,female,1936,iran,FALSE,,,
34,18,"esfahan, iran",farsi2,farsi,female,169,iran,FALSE,,,
48,19,"mazare sharif, afghanistan",farsi20,farsi,female,1993,afghanistan,FALSE,,,
20,5,"kabul, afghanistan",farsi21,farsi,male,2025,afghanistan,FALSE,,,
20,5,"tehran, iran",farsi22,farsi,female,2037,iran,FALSE,,,
24,5,"shiraz, iran",farsi23,farsi,female,2063,iran,FALSE,,,
28,14,"esfahan, iran",farsi3,farsi,female,170,iran,FALSE,,,
21,15,"mazandran, iran",farsi4,farsi,female,171,iran,FALSE,,,
43,14,"tehran, iran",farsi5,farsi,male,172,iran,FALSE,,,
27,9,"tehran, iran",farsi6,farsi,male,173,iran,FALSE,,,
29,11,"tehran, iran",farsi7,farsi,male,174,iran,FALSE,,,
29,11,"tehran, iran",farsi8,farsi,female,175,iran,FALSE,,,
39,12,"tehran, iran",farsi9,farsi,male,176,iran,FALSE,,,
39,13,"lautem, timor-leste",fataluku1,fataluku,male,1000,timor-leste,FALSE,,,
35,5,"savusavu, vanua levu, fiji",fijian1,fijian,male,655,fiji,FALSE,,,
39,6,"suva, fiji",fijian2,fijian,female,656,fiji,FALSE,,,
48,6,"suva, fiji",fijian3,fijian,female,657,fiji,FALSE,,,
23,4,"quezon city, philippines",filipino1,filipino,male,1068,philippines,FALSE,,,
21,3,"pasay, philippines",filipino2,filipino,female,1500,philippines,FALSE,,,
22,9,"lahti, finland",finnish1,finnish,female,177,finland,FALSE,,,
20,7,"helsinki, finland",finnish2,finnish,male,178,finland,FALSE,,,
20,7,"helsinki, finland",finnish3,finnish,female,699,finland,FALSE,,,
30,9,"helsinki, finland",finnish4,finnish,female,700,finland,FALSE,,,
30,5,"victoria, british columbia, canada",finnish5,finnish,male,873,canada,FALSE,,,
19,9,"riihimaki, finland",finnish6,finnish,female,1221,finland,FALSE,,,
46,9,"kauhava, finland",finnish7,finnish,female,1939,finland,FALSE,,,
18,9,"tampere, finland",finnish8,finnish,female,2145,finland,FALSE,,,
20,12,"st. laurent d'onay, france",french1,french,female,179,france,FALSE,,,
31,10,"bordeaux, france",french10,french,male,500,france,FALSE,,,
31,11,"limoges, france",french11,french,male,514,france,FALSE,,,
19,9,"montreal, quebec, canada",french12,french,female,524,canada,FALSE,,,
19,12,"bordeaux, france",french13,french,male,628,france,FALSE,,,
23,14,"paris, france",french14,french,female,629,france,FALSE,,,
32,12,"sens, france",french15,french,male,633,france,FALSE,,,
19,7,"montreal, quebec, canada",french16,french,female,658,canada,FALSE,,,
39,14,"fribourg, switzerland",french17,french,male,683,switzerland,FALSE,,,
22,6,"washington, dc, usa",french18,french,male,741,usa,FALSE,,,
39,12,"grenoble, france",french19,french,male,755,france,FALSE,,,
19,14,"tunis, tunisia",french2,french,male,180,tunisia,FALSE,,,
23,12,"alma, quebec, canada",french20,french,male,804,canada,FALSE,,,
20,9,"amiens, france",french21,french,male,811,france,FALSE,,,
78,16,"ghent, belgium",french22,french,female,822,belgium,FALSE,,,
76,16,"ghent, belgium",french23,french,female,823,belgium,FALSE,,,
47,13,"mostaganem, algeria",french24,french,male,832,algeria,FALSE,,,
20,12,"st. louis fr, france",french25,french,male,860,france,FALSE,,,
27,11,"montreal, quebec, canada",french26,french,female,917,canada,FALSE,,,
38,12,"algiers, algeria",french27,french,female,932,algeria,FALSE,,,
35,11,"port-au-prince, haiti",french28,french,female,957,haiti,FALSE,,,
54,10,"cannes, france",french29,french,female,1021,france,FALSE,,,
22,11,"nice, france",french3,french,female,181,france,FALSE,,,
37,12,"kinshasa, democratic republic of congo",french30,french,male,1023,democratic republic of congo,FALSE,,,
28,15,"paris, france",french31,french,male,1062,france,FALSE,,,
60,16,"kabinda, democratic republic of congo",french32,french,male,1080,democratic republic of congo,FALSE,,,
62,10,"montreal, quebec, canada",french33,french,male,1127,canada,FALSE,,,
56,16,"abidjan, ivory coast",french34,french,male,1160,ivory coast,FALSE,,,
27,10,"toulouse, france",french35,french,male,1189,france,FALSE,,,
32,10,"reims, france",french36,french,female,1304,france,FALSE,,,
42,14,"strasbourg, france",french37,french,male,1306,france,FALSE,,,
22,8,"montreal, quebec, canada",french38,french,male,1424,canada,FALSE,,,
28,13,"pezenas, france",french39,french,male,1427,france,FALSE,,,
31,14,"abidjan, ivory coast",french4,french,female,182,ivory coast,FALSE,,,
44,13.5,"rouen, france",french40,french,female,1429,france,FALSE,,,
24,12,"la massana, andorra",french41,french,male,1474,andorra,FALSE,,,
22,20,"kinshasa, democratic republic of congo",french42,french,female,1509,democratic republic of congo,FALSE,,,
22,11,"paris, france",french43,french,male,1535,france,FALSE,,,
20,12,"la chaux-de-fonds, switzerland",french44,french,female,1545,switzerland,FALSE,,,
22,8,"montreal, quebec, canada",french45,french,male,1567,canada,FALSE,,,
22,10,"chatenay malabry, france",french46,french,male,1643,france,FALSE,,,
66,12,"landerneau, brittany, france",french47,french,female,1662,france,FALSE,,,
19,3,"douala, cameroon",french48,french,female,1701,cameroon,FALSE,,,
39,12,"paris, france",french49,french,male,1729,france,FALSE,,,
36,11,"douala, cameroon",french5,french,female,183,cameroon,FALSE,,,
67,14,"paris, france",french50,french,female,1751,france,FALSE,,,
18,5,"liege, wallonia, belgium",french51,french,male,1765,belgium,FALSE,,,
56,11,"lisbon, portugal",french52,french,female,1813,portugal,FALSE,,,
19,10,"creteil, france",french53,french,female,1830,france,FALSE,,,
25,8,"vichy, france",french54,french,female,1846,france,FALSE,,,
62,12,"settat, morocco",french55,french,female,1889,morocco,FALSE,,,
21,5,"douala, cameroon",french56,french,female,1898,cameroon,FALSE,,,
23,12,"dakar, senegal",french57,french,male,1931,senegal,FALSE,,,
25,18,"douala, cameroon",french58,french,female,1937,cameroon,FALSE,,,
20,5,"paris, france",french59,french,female,1938,france,FALSE,,,
26,13,"booue, gabon",french6,french,female,184,gabon,FALSE,,,
20,11,"paris, france",french60,french,female,1945,france,FALSE,,,
41,10,"rawalpindi, pakistan",french61,french,female,1998,pakistan,FALSE,,,
21,20,"paris, france",french62,french,female,2030,france,FALSE,,,
37,11,"ouagadougou, burkina faso",french63,french,male,2111,burkina faso,FALSE,,,
18,5,"rimouski, quebec, canada",french7,french,male,185,canada,FALSE,,,
66,16,"ghent, belgium",french8,french,male,186,belgium,FALSE,,,
21,11,"lamentin, martinique",french9,french,male,412,martinique,FALSE,,,
62,13,"akkrum, friesland, netherlands",frisian1,frisian,male,187,netherlands,FALSE,,,
47,5,"accra, ghana",ga1,ga,male,579,ghana,FALSE,,,
38,4,"accra, ghana",ga2,ga,female,974,ghana,FALSE,,,
60,5,"accra, ghana",ga3,ga,female,976,ghana,FALSE,,,
60,6,"accra, ghana",ga4,ga,male,1150,ghana,FALSE,,,
36,5,"accra, ghana",ga5,ga,male,1796,ghana,FALSE,,,
20,8,"accra, ghana",ga6,ga,female,2122,ghana,FALSE,,,
72,40,"pingxiang, jiangxi, china",gan1,gan,male,1632,china,FALSE,,,
52,15,"masaka, uganda",ganda1,ganda,female,580,uganda,FALSE,,,
34,5,"kampala, uganda",ganda2,ganda,male,1369,uganda,FALSE,,,
69,5,"dangriga, belize",garifuna1,garifuna,female,1756,belize,FALSE,,,
51,23,"tela atlantida, honduras",garifuna2,garifuna,male,1757,honduras,FALSE,,,
51,9,"dilla, ethiopia",gedeo1,gedeo,male,1090,ethiopia,FALSE,,,
30,28,"tbilisi, republic of georgia",georgian1,georgian,female,188,republic of georgia,FALSE,,,
41,36,"akhmeta, republic of georgia",georgian2,georgian,female,463,republic of georgia,FALSE,,,
29,6,"tbilisi, republic of georgia",georgian3,georgian,male,713,republic of georgia,FALSE,,,
28,12,"tbilisi, republic of georgia",georgian4,georgian,male,721,republic of georgia,FALSE,,,
24,21,"tbilisi, republic of georgia",georgian5,georgian,male,1059,republic of georgia,FALSE,,,
48,12,"dusseldorf, germany",german1,german,female,189,germany,FALSE,,,
24,10,"darmstadt, germany",german10,german,male,635,germany,FALSE,,,
20,11,"frankfurt, germany",german11,german,female,640,germany,FALSE,,,
29,14,"feldkirch, austria",german12,german,female,651,austria,FALSE,,,
54,13,"eschen, liechtenstein",german13,german,female,652,liechtenstein,FALSE,,,
30,10,"vienna, austria",german14,german,female,675,austria,FALSE,,,
35,11,"innsbruck, austria",german15,german,male,676,austria,FALSE,,,
31,11,"bremen, germany",german16,german,female,881,germany,FALSE,,,
53,10,"frankfurt, germany",german17,german,female,882,germany,FALSE,,,
29,6,"bad aussee, austria",german18,german,male,893,austria,FALSE,,,
